Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Frequently,1195,Research & Development,7,2,Other,3,Female,55,3,3,Human Resources,4,Divorced,12806,14389,7,No,13,3,4,2,10,1,4,22,12,5,3
36,No,Travel_Rarely,311,Research & Development,3,2,Technical Degree,3,Male,48,3,1,Research Director,3,Married,18925,26147,6,Yes,14,3,3,3,37,2,4,34,15,7,7
43,No,Travel_Frequently,664,Research & Development,28,4,Medical,4,Male,32,2,1,Sales Representative,2,Married,11904,3236,1,Yes,21,3,1,3,28,2,2,27,9,11,3
40,No,Travel_Rarely,1449,Research & Development,3,2,Other,3,Female,60,1,1,Manager,2,Married,10008,24319,8,Yes,15,3,1,2,4,2,4,18,8,12,15
30,No,Non-Travel,988,Research & Development,17,2,Marketing,4,Male,93,3,3,Research Director,1,Single,12894,22407,4,Yes,24,4,2,2,11,3,2,11,11,9,2
21,No,Non-Travel,692,Research & Development,11,3,Marketing,3,Male,70,4,2,Human Resources,3,Divorced,5570,22042,0,No,20,3,4,3,1,6,2,4,13,14,6
58,No,Travel_Rarely,796,Human Resources,15,5,Life Sciences,4,Male,92,1,1,Sales Representative,2,Single,10342,17834,4,Yes,19,3,1,2,16,3,2,31,9,5,0
45,Yes,Travel_Rarely,403,Research & Development,28,2,Technical Degree,2,Male,60,1,1,Manufacturing Director,4,Married,15212,16543,0,Yes,18,3,4,2,1,3,4,23,13,8,8
32,No,Travel_Rarely,985,Research & Development,7,2,Medical,2,Male,44,1,4,Manufacturing Director,3,Married,9941,12256,2,Yes,15,4,3,1,23,4,3,8,5,13,8
49,No,Travel_Rarely,160,Research & Development,1,4,Life Sciences,1,Male,55,2,5,Sales Representative,4,Married,5132,12392,5,No,19,4,3,0,22,2,3,24,11,6,16
24,No,Travel_Rarely,222,Research & Development,5,3,Life Sciences,2,Male,46,3,3,Research Director,1,Married,3018,9691,9,Yes,17,3,2,0,16,6,4,35,14,0,8
20,No,Travel_Frequently,996,Research & Development,15,3,Technical Degree,3,Male,74,3,3,Sales Representative,3,Divorced,14055,24520,1,Yes,21,3,1,0,32,0,3,19,6,10,10
52,No,Travel_Frequently,290,Research & Development,20,1,Other,1,Female,42,2,2,Manufacturing Director,4,Married,12552,25690,8,No,22,3,3,2,23,2,1,28,13,0,5
44,No,Travel_Rarely,1029,Research & Development,20,2,Other,3,Male,90,4,5,Manufacturing Director,1,Married,12730,17658,7,Yes,13,3,2,1,31,5,1,9,12,11,5
41,No,Travel_Rarely,938,Research & Development,22,4,Medical,3,Female,57,1,5,Laboratory Technician,2,Married,19593,26365,4,No,23,3,3,1,37,3,3,3,1,9,0
50,No,Travel_Rarely,320,Sales,17,2,Life Sciences,1,Female,77,3,5,Sales Executive,2,Married,10865,16706,9,Yes,18,3,4,2,27,2,4,38,9,1,2
32,No,Travel_Rarely,478,Research & Development,8,2,Life Sciences,2,Female,30,1,2,Healthcare Representative,4,Divorced,13025,13787,8,No,20,3,1,0,19,4,3,2,14,0,8
58,No,Travel_Rarely,901,Research & Development,18,2,Life Sciences,1,Male,73,1,5,Manufacturing Director,4,Single,6645,7107,0,Yes,22,3,2,3,25,3,1,5,12,14,1
41,No,Non-Travel,729,Research & Development,13,3,Technical Degree,3,Male,44,2,3,Manager,2,Single,10593,16475,8,No,14,3,3,1,17,2,1,1,1,5,9
49,No,Travel_Rarely,877,Sales,26,3,Other,4,Male,97,4,3,Sales Representative,1,Divorced,6232,15726,2,Yes,20,3,2,0,24,6,4,29,16,9,7
47,No,Travel_Rarely,1277,Research & Development,5,1,Life Sciences,2,Male,70,2,1,Sales Executive,2,Single,12950,25889,4,No,12,3,4,0,2,3,4,4,2,13,0
59,No,Non-Travel,787,Sales,9,3,Technical Degree,1,Male,81,2,3,Research Director,3,Married,16358,13011,1,No,19,3,2,0,20,6,2,25,5,4,15
45,No,Travel_Rarely,704,Research & Development,22,4,Life Sciences,3,Male,58,3,3,Sales Representative,1,Married,13480,18279,2,No,17,3,3,2,33,1,1,10,2,13,12
40,No,Non-Travel,396,Sales,1,1,Life Sciences,4,Female,45,3,4,Sales Representative,3,Married,3400,14843,4,No,22,3,3,1,10,2,4,13,16,11,3
35,No,Travel_Rarely,195,Research & Development,10,5,Medical,2,Male,72,1,3,Laboratory Technician,2,Married,8273,2434,4,No,18,3,3,3,6,3,3,7,14,1,0
57,No,Non-Travel,1377,Research & Development,11,5,Technical Degree,1,Female,90,4,1,Sales Representative,3,Married,13022,7717,2,No,12,3,4,1,7,0,1,39,0,3,8
55,No,Non-Travel,168,Research & Development,23,2,Other,2,Female,90,3,4,Research Director,3,Single,2661,10217,4,Yes,23,3,1,1,26,1,3,7,4,0,4
54,No,Travel_Frequently,1302,Research & Development,17,5,Technical Degree,1,Male,85,2,3,Research Director,1,Divorced,6934,9753,2,No,16,3,3,3,14,0,4,38,1,2,7
28,Yes,Travel_Rarely,442,Research & Development,22,1,Life Sciences,2,Male,72,2,3,Laboratory Technician,3,Married,2486,19122,6,Yes,11,4,4,0,34,6,4,37,1,4,2
45,No,Non-Travel,471,Research & Development,19,5,Life Sciences,2,Male,36,4,3,Manager,3,Single,16791,10068,7,No,19,4,2,3,8,2,3,27,0,9,13
43,No,Non-Travel,458,Research & Development,13,3,Medical,1,Female,97,4,1,Human Resources,4,Divorced,11721,2848,1,Yes,22,3,4,3,21,0,4,39,2,8,10
26,No,Non-Travel,1430,Research & Development,2,1,Life Sciences,3,Female,81,4,3,Research Director,2,Married,17717,20314,3,No,23,3,2,3,24,0,3,23,7,1,3
55,Yes,Travel_Rarely,1182,Research & Development,6,5,Other,3,Female,89,2,3,Laboratory Technician,1,Married,17967,19777,1,No,16,3,3,0,30,6,3,39,2,0,15
59,No,Travel_Rarely,713,Sales,11,1,Technical Degree,3,Female,77,1,5,Human Resources,3,Married,16051,17659,8,No,11,3,3,3,21,4,1,7,2,3,14
31,Yes,Travel_Frequently,517,Research & Development,15,3,Other,2,Female,46,3,5,Sales Executive,3,Married,11606,5855,4,No,13,3,4,1,15,6,4,38,0,9,10
44,No,Travel_Rarely,728,Sales,28,2,Medical,4,Female,90,3,5,Sales Executive,4,Married,5663,11301,9,No,14,3,3,3,14,1,4,36,3,6,12
31,No,Travel_Frequently,498,Sales,2,2,Marketing,2,Male,95,1,4,Research Scientist,4,Divorced,6146,12084,4,No,19,3,4,1,37,3,3,18,16,13,12
56,No,Non-Travel,756,Research & Development,25,4,Medical,2,Female,63,4,1,Research Director,2,Single,12055,23070,6,No,18,3,4,0,10,2,3,4,4,14,14
51,Yes,Non-Travel,382,Sales,13,4,Other,4,Female,73,4,2,Sales Representative,3,Single,16942,15311,4,Yes,23,3,2,2,6,6,2,8,12,11,8
55,No,Non-Travel,1305,Research & Development,17,1,Life Sciences,1,Female,48,3,5,Laboratory Technician,1,Married,13084,16014,7,No,13,3,1,2,11,2,1,3,5,3,6
29,No,Travel_Rarely,1011,Research & Development,19,1,Other,3,Male,48,2,2,Sales Executive,3,Single,13937,26713,1,No,19,3,4,0,39,3,3,14,4,12,9
58,No,Travel_Rarely,913,Sales,16,2,Technical Degree,3,Male,93,2,2,Research Director,1,Divorced,13695,5264,9,No,25,3,2,3,29,1,4,7,9,7,2
49,Yes,Travel_Rarely,855,Human Resources,18,4,Technical Degree,2,Male,44,2,1,Research Scientist,2,Divorced,10201,16547,9,No,11,3,3,1,7,1,3,37,10,8,5
26,No,Non-Travel,753,Research & Development,24,2,Marketing,2,Male,43,4,4,Healthcare Representative,2,Divorced,3131,10767,0,No,17,3,4,2,36,6,2,18,9,1,6
27,No,Non-Travel,560,Sales,28,1,Marketing,1,Male,60,1,4,Human Resources,2,Single,8435,10072,2,No,20,4,4,1,27,3,2,38,3,2,6
22,No,Non-Travel,1034,Research & Development,17,2,Marketing,1,Male,51,3,4,Research Director,2,Divorced,9157,13225,4,Yes,18,3,4,0,2,3,4,9,15,4,3
31,No,Travel_Rarely,760,Human Resources,24,5,Medical,1,Male,31,1,2,Manufacturing Director,1,Single,18611,24624,4,No,14,3,2,1,3,5,4,20,1,12,4
53,No,Travel_Frequently,762,Sales,26,1,Medical,3,Male,52,2,3,Manager,3,Single,18912,9724,2,No,25,3,1,3,35,4,1,36,10,11,16
41,No,Travel_Frequently,756,Research & Development,26,2,Life Sciences,2,Male,90,3,1,Laboratory Technician,3,Married,17090,3323,6,No,22,3,1,1,20,6,4,29,15,14,0
55,No,Travel_Rarely,753,Sales,1,4,Medical,3,Female,34,2,2,Human Resources,2,Married,19984,18949,9,No,15,3,2,2,33,0,3,23,3,2,2
56,No,Non-Travel,1410,Research & Development,3,4,Marketing,1,Female,53,1,5,Sales Executive,4,Married,14278,24729,6,No,17,3,2,1,36,3,3,4,2,13,3
22,No,Travel_Rarely,486,Sales,15,3,Technical Degree,4,Male,67,2,5,Healthcare Representative,1,Single,2104,6438,6,No,25,4,3,1,39,2,2,29,11,0,5
51,No,Non-Travel,1125,Research & Development,18,4,Marketing,2,Male,50,2,2,Healthcare Representative,4,Single,5203,11057,0,No,13,3,3,3,18,4,4,38,7,14,3
59,No,Travel_Rarely,648,Research & Development,5,5,Other,4,Male,57,1,2,Manufacturing Director,1,Single,2136,13010,5,No,17,3,2,3,36,1,4,18,0,4,12
48,No,Travel_Rarely,261,Research & Development,1,1,Medical,3,Female,46,3,5,Laboratory Technician,4,Single,10496,2840,0,Yes,22,3,3,3,2,4,4,38,9,8,2
57,No,Travel_Rarely,681,Research & Development,16,1,Marketing,4,Male,72,3,4,Sales Executive,2,Single,19486,26788,5,No,13,3,4,2,7,3,1,0,13,9,15
54,No,Travel_Rarely,622,Sales,21,2,Marketing,3,Male,50,2,2,Healthcare Representative,1,Divorced,14802,19572,8,No,20,3,3,3,35,4,1,7,11,2,5
41,No,Travel_Rarely,825,Sales,8,2,Technical Degree,2,Male,99,1,4,Healthcare Representative,2,Divorced,16123,13660,7,Yes,22,4,3,3,3,0,3,20,5,4,16
53,No,Travel_Frequently,1289,Research & Development,7,3,Other,2,Male,33,3,5,Research Scientist,4,Married,6801,21990,6,No,21,3,2,2,35,4,3,20,4,10,4
46,Yes,Non-Travel,556,Research & Development,6,5,Life Sciences,3,Male,96,2,5,Manager,1,Single,16125,4957,3,Yes,20,3,1,3,35,3,2,3,3,12,5
52,No,Non-Travel,1321,Research & Development,13,3,Marketing,1,Male,83,1,2,Laboratory Technician,3,Single,18505,3479,2,Yes,18,4,2,1,18,1,3,22,17,13,9
44,No,Travel_Frequently,119,Sales,3,5,Marketing,2,Male,57,3,2,Manager,2,Married,12105,9331,0,No,11,3,2,3,38,4,3,12,3,13,15
43,No,Non-Travel,217,Research & Development,3,3,Marketing,4,Male,68,2,4,Healthcare Representative,2,Married,13171,8778,8,Yes,13,3,2,0,8,6,3,8,14,9,11
40,Yes,Travel_Frequently,129,Research & Development,11,1,Life Sciences,3,Male,62,3,4,Laboratory Technician,3,Divorced,3293,8935,8,Yes,16,3,2,3,9,1,1,1,15,12,5
46,No,Travel_Rarely,202,Research & Development,14,4,Life Sciences,2,Male,59,1,4,Manufacturing Director,1,Married,16863,17970,5,No,14,3,4,3,14,1,3,0,3,10,1
59,No,Travel_Rarely,1250,Research & Development,10,3,Medical,3,Male,46,1,3,Research Director,1,Single,19382,11132,4,Yes,16,4,3,3,1,2,3,23,17,9,8
28,Yes,Travel_Rarely,1045,Research & Development,27,2,Life Sciences,1,Male,93,1,3,Research Director,1,Single,17601,26588,9,Yes,13,3,2,1,35,5,3,3,10,9,8
20,No,Non-Travel,513,Research & Development,15,1,Marketing,2,Male,49,3,1,Laboratory Technician,1,Married,12921,4529,1,No,12,3,4,1,8,5,4,19,10,8,15
34,No,Travel_Rarely,1348,Sales,19,2,Medical,4,Male,61,3,4,Manager,2,Married,17928,21835,2,Yes,25,3,3,2,38,4,2,16,5,11,2
51,No,Non-Travel,741,Sales,3,5,Marketing,3,Male,70,2,5,Healthcare Representative,4,Married,16761,23900,3,No,21,3,2,3,30,4,2,39,12,3,2
34,No,Non-Travel,169,Research & Development,13,1,Technical Degree,2,Male,59,2,4,Sales Representative,1,Married,7725,18066,2,Yes,22,3,1,2,14,1,1,19,12,12,14
22,Yes,Travel_Frequently,1179,Research & Development,3,3,Life Sciences,3,Female,53,1,5,Sales Representative,3,Divorced,19106,10510,0,No,23,3,2,2,10,6,2,7,11,14,7
57,No,Non-Travel,1271,Research & Development,2,4,Medical,4,Female,70,1,2,Research Scientist,4,Single,5219,6541,0,No,14,3,2,3,7,6,2,0,4,12,11
35,Yes,Non-Travel,761,Sales,14,2,Life Sciences,3,Male,35,1,2,Manager,1,Divorced,6971,23596,8,Yes,14,3,1,1,32,0,4,21,10,8,12
19,No,Travel_Frequently,1410,Sales,12,1,Other,2,Female,83,4,4,Sales Representative,4,Single,7200,9034,9,No,21,3,1,2,28,2,4,31,13,4,0
51,No,Travel_Frequently,323,Research & Development,17,1,Other,3,Female,66,1,5,Research Director,1,Married,7190,3826,0,No,17,3,2,3,38,2,3,10,7,0,1
24,No,Travel_Frequently,1104,Research & Development,15,2,Life Sciences,2,Female,31,1,2,Manufacturing Director,2,Married,16224,7951,0,Yes,20,4,4,0,8,0,4,23,11,9,15
37,No,Travel_Rarely,1178,Research & Development,7,3,Other,2,Male,51,1,1,Research Scientist,3,Divorced,3052,14365,3,No,22,3,3,1,7,2,3,9,14,5,1
23,No,Non-Travel,1284,Research & Development,26,1,Life Sciences,1,Female,84,2,3,Manager,3,Divorced,9292,17797,9,No,16,3,3,0,4,3,1,34,15,5,12
37,No,Travel_Rarely,252,Research & Development,1,1,Technical Degree,4,Male,86,1,4,Laboratory Technician,4,Single,1766,12579,0,No,13,3,2,3,19,3,2,16,17,14,11
54,No,Travel_Rarely,1299,Research & Development,22,2,Other,3,Male,99,2,3,Sales Representative,2,Married,5350,19152,7,Yes,18,3,1,3,10,3,4,35,10,4,7
50,No,Travel_Rarely,1239,Research & Development,12,4,Technical Degree,4,Male,68,3,4,Human Resources,1,Single,3253,22786,4,No,13,3,2,2,25,5,4,30,6,0,12
39,No,Travel_Rarely,391,Research & Development,28,1,Technical Degree,4,Male,36,1,3,Sales Representative,4,Single,15927,16306,2,No,22,3,3,0,4,1,3,18,9,7,1
22,No,Travel_Rarely,471,Sales,25,4,Marketing,3,Female,31,1,1,Research Scientist,4,Divorced,3172,22779,1,No,16,3,3,2,15,5,3,39,12,13,5
41,No,Travel_Rarely,371,Research & Development,24,2,Technical Degree,1,Male,53,1,4,Healthcare Representative,4,Married,12861,19983,2,No,18,4,2,0,16,2,3,30,12,12,13
54,Yes,Travel_Rarely,309,Sales,28,2,Medical,3,Female,71,4,5,Sales Executive,2,Married,17034,15056,3,No,16,3,4,2,35,6,2,29,13,12,4
54,No,Travel_Rarely,1307,Research & Development,18,4,Life Sciences,2,Female,53,1,2,Research Director,2,Single,14793,8649,1,No,23,3,1,3,37,5,4,7,17,3,4
53,Yes,Travel_Rarely,371,Sales,16,4,Technical Degree,1,Female,43,1,3,Healthcare Representative,3,Married,1346,25098,3,Yes,15,3,3,1,17,4,1,36,1,14,14
40,No,Travel_Frequently,748,Research & Development,15,5,Life Sciences,4,Male,96,1,4,Sales Executive,1,Married,4907,17571,4,No,17,3,4,3,20,0,1,7,10,0,11
44,No,Travel_Rarely,1296,Sales,2,4,Marketing,4,Female,85,1,3,Human Resources,4,Married,19705,2097,5,No,22,3,3,3,32,2,1,30,4,0,8
33,No,Travel_Frequently,819,Research & Development,1,1,Marketing,1,Male,48,3,1,Research Director,2,Married,1578,9526,1,No,22,3,4,3,10,4,3,28,14,6,15
42,No,Travel_Frequently,1418,Research & Development,6,3,Other,4,Male,63,2,5,Sales Executive,2,Single,15968,10898,8,No,19,3,1,1,19,6,1,25,1,7,7
36,No,Travel_Rarely,580,Research & Development,5,5,Other,3,Male,46,3,4,Laboratory Technician,4,Married,8909,14318,6,No,19,3,4,1,20,5,3,30,15,13,11
44,No,Travel_Frequently,856,Sales,14,3,Marketing,1,Male,34,2,1,Manufacturing Director,3,Married,5327,8891,8,No,21,3,2,0,39,5,4,19,8,5,13
31,No,Travel_Frequently,194,Sales,23,4,Marketing,1,Male,51,2,5,Human Resources,2,Divorced,8447,15731,0,Yes,17,3,1,3,24,3,4,33,3,0,5
20,No,Travel_Rarely,948,Research & Development,25,3,Life Sciences,4,Female,92,3,5,Research Director,2,Married,4112,6748,8,No,19,3,2,1,11,1,2,4,15,11,4
26,Yes,Travel_Rarely,1412,Sales,15,2,Life Sciences,2,Female,85,3,1,Sales Representative,1,Single,5877,25531,7,Yes,21,4,3,3,30,2,3,12,3,2,3
59,No,Travel_Rarely,897,Research & Development,25,5,Other,1,Female,91,1,4,Research Director,1,Single,1511,23235,2,Yes,19,3,3,2,35,0,3,23,14,7,6
24,No,Non-Travel,861,Research & Development,3,2,Other,3,Female,62,2,2,Manufacturing Director,4,Single,2104,16876,8,No,11,3,3,3,5,4,3,30,3,9,0
59,No,Travel_Rarely,1257,Research & Development,9,2,Marketing,1,Male,47,1,2,Research Director,2,Divorced,2289,7923,6,No,22,3,3,1,5,1,2,4,0,8,5
30,No,Travel_Rarely,245,Research & Development,4,4,Other,4,Female,66,1,1,Sales Executive,1,Divorced,17387,21563,3,No,17,3,1,1,30,2,4,30,16,6,5
35,No,Travel_Rarely,363,Sales,3,4,Other,1,Female,92,1,5,Manufacturing Director,2,Married,3880,24224,3,No,24,3,1,3,18,0,2,24,8,0,2
53,Yes,Travel_Frequently,237,Research & Development,27,5,Technical Degree,1,Female,36,3,5,Research Scientist,1,Married,7463,21368,0,No,16,3,4,0,19,5,1,8,16,10,14
34,No,Travel_Frequently,125,Research & Development,1,5,Marketing,1,Male,43,2,5,Laboratory Technician,3,Married,16592,8944,8,No,11,3,3,3,20,2,1,21,7,8,1
46,No,Travel_Rarely,999,Research & Development,16,4,Other,4,Female,98,4,2,Research Director,2,Married,18322,7027,0,No,18,3,3,3,25,5,4,29,11,7,8
46,Yes,Non-Travel,1144,Sales,7,2,Other,4,Female,91,2,3,Manager,2,Single,3963,2647,7,No,11,3,2,2,24,1,1,20,15,5,16
49,No,Travel_Frequently,559,Sales,25,5,Marketing,2,Female,49,2,2,Research Director,4,Single,9146,13541,6,No,12,4,1,0,1,0,1,3,6,6,11
32,No,Travel_Rarely,1197,Sales,17,2,Life Sciences,1,Female,46,4,2,Manager,4,Married,6153,24840,7,No,23,4,4,1,24,4,2,5,12,7,12
57,No,Travel_Frequently,423,Research & Development,7,4,Technical Degree,2,Male,75,4,3,Manager,2,Single,8484,18797,7,Yes,23,3,3,2,20,2,1,11,7,4,15
34,Yes,Non-Travel,939,Research & Development,9,3,Other,3,Female,58,1,3,Laboratory Technician,3,Divorced,6984,6013,9,Yes,15,3,4,2,11,1,3,3,3,12,0
25,No,Non-Travel,320,Research & Development,18,2,Other,4,Female,35,1,2,Sales Executive,2,Married,5437,21024,9,Yes,15,3,4,0,6,0,1,3,10,4,3
44,Yes,Travel_Rarely,472,Research & Development,6,4,Technical Degree,1,Male,94,1,5,Research Scientist,3,Married,7671,5211,5,Yes,20,3,3,2,6,0,1,34,10,2,12
18,No,Travel_Rarely,527,Research & Development,15,1,Medical,4,Male,80,2,4,Research Scientist,1,Single,15591,22752,2,No,11,3,2,1,0,2,2,20,17,9,6
30,No,Travel_Rarely,311,Research & Development,23,4,Other,4,Female,98,2,2,Human Resources,4,Married,11505,25100,9,No,21,3,3,0,22,2,4,38,12,2,9
47,Yes,Travel_Rarely,1265,Research & Development,25,5,Life Sciences,2,Female,52,1,2,Healthcare Representative,4,Divorced,6621,20822,4,No,17,3,1,3,29,5,2,24,10,6,3
53,No,Travel_Rarely,134,Sales,11,2,Marketing,2,Male,32,3,4,Manufacturing Director,3,Married,11221,3750,5,No,20,3,3,1,17,5,3,21,7,4,10
52,No,Travel_Frequently,718,Sales,4,2,Technical Degree,2,Male,97,3,5,Manager,4,Divorced,5318,25736,5,No,15,4,4,3,16,1,3,20,9,11,5
35,No,Travel_Rarely,132,Sales,13,5,Life Sciences,4,Male,99,1,5,Research Director,3,Divorced,7220,9636,8,No,15,3,1,1,37,2,3,18,7,7,7
33,No,Travel_Rarely,185,Research & Development,18,3,Medical,1,Male,91,1,3,Sales Executive,2,Single,6609,21833,2,No,21,3,1,0,35,1,4,29,16,14,8
18,Yes,Non-Travel,1162,Research & Development,25,5,Life Sciences,4,Male,54,2,1,Sales Executive,2,Married,16927,23945,5,No,11,3,4,1,29,6,2,3,0,12,10
39,No,Travel_Rarely,1397,Research & Development,27,5,Life Sciences,4,Male,50,2,1,Manager,1,Single,3194,17078,5,No,19,3,2,3,26,0,4,25,9,4,1
44,No,Travel_Frequently,803,Human Resources,20,3,Technical Degree,3,Male,66,1,3,Research Director,2,Single,4124,3950,4,No,25,3,4,3,12,4,2,20,11,14,12
53,No,Travel_Rarely,622,Research & Development,14,4,Technical Degree,2,Male,54,4,4,Sales Representative,3,Married,15036,25241,1,No,20,3,4,3,13,4,3,23,4,8,8
37,No,Travel_Frequently,674,Research & Development,19,1,Medical,4,Female,48,1,3,Manufacturing Director,1,Divorced,5903,8351,4,No,15,3,4,2,37,5,3,36,7,4,6
26,No,Travel_Rarely,576,Research & Development,9,1,Life Sciences,1,Male,42,4,4,Manager,3,Divorced,12416,2459,5,No,17,4,4,0,36,6,3,37,5,8,12
59,No,Non-Travel,141,Sales,14,4,Marketing,4,Male,51,1,3,Sales Executive,4,Married,5426,2186,6,No,20,3,1,1,24,2,3,8,3,3,2
39,No,Travel_Rarely,506,Human Resources,25,4,Life Sciences,4,Female,62,3,1,Healthcare Representative,2,Married,6007,10923,0,No,25,4,1,1,7,5,2,17,4,7,7
50,No,Travel_Rarely,530,Research & Development,24,3,Medical,2,Male,81,3,1,Laboratory Technician,1,Divorced,11652,5647,1,No,15,3,3,1,13,3,1,25,6,4,15
22,No,Travel_Frequently,1395,Research & Development,8,5,Life Sciences,2,Female,95,1,3,Human Resources,1,Divorced,8552,21959,5,No,15,3,3,3,6,5,2,24,11,7,7
58,No,Non-Travel,551,Research & Development,11,3,Life Sciences,2,Male,91,2,3,Sales Representative,3,Single,10190,11414,1,No,12,3,4,2,32,4,1,29,7,1,0
43,No,Travel_Rarely,684,Research & Development,3,3,Medical,1,Male,67,2,1,Sales Executive,4,Married,19784,13181,3,No,12,3,2,0,35,5,3,24,4,10,12
41,No,Travel_Frequently,525,Research & Development,6,1,Medical,1,Female,62,4,2,Manufacturing Director,3,Married,14171,26507,3,No,23,3,1,1,36,6,3,21,7,5,1
42,No,Non-Travel,1258,Sales,7,4,Technical Degree,3,Female,79,4,4,Manufacturing Director,4,Married,19039,9372,5,Yes,16,3,3,1,9,1,4,13,13,2,11
20,No,Non-Travel,462,Research & Development,7,2,Life Sciences,3,Male,63,2,5,Sales Representative,2,Single,14615,22712,6,No,24,3,1,1,18,4,2,28,7,3,16
28,No,Non-Travel,387,Human Resources,12,1,Other,2,Female,90,1,3,Research Director,3,Single,4765,21030,7,Yes,23,3,4,1,1,1,1,24,10,0,16
42,No,Non-Travel,648,Research & Development,15,2,Marketing,3,Male,45,4,4,Research Scientist,3,Married,4000,6307,9,No,16,3,4,3,5,4,4,21,17,11,14
30,No,Travel_Rarely,1017,Sales,21,2,Technical Degree,1,Male,45,4,1,Research Scientist,3,Married,1430,12645,8,Yes,19,3,2,3,37,6,1,12,9,2,4
58,No,Travel_Rarely,1287,Research & Development,24,2,Medical,3,Female,92,2,5,Manufacturing Director,2,Single,5803,22507,1,No,20,3,1,3,13,5,3,34,7,10,3
57,No,Travel_Frequently,1371,Research & Development,7,2,Life Sciences,2,Male,35,2,3,Research Director,1,Divorced,12290,9102,0,No,14,3,4,2,8,3,2,32,3,5,15
56,No,Travel_Rarely,750,Sales,27,1,Medical,4,Female,41,3,2,Laboratory Technician,3,Single,15133,9793,9,Yes,23,3,4,2,34,0,2,19,7,1,9
29,No,Non-Travel,413,Research & Development,18,3,Life Sciences,1,Male,75,3,4,Human Resources,2,Single,11381,25244,3,No,25,3,2,1,37,6,4,30,4,5,16
49,No,Travel_Rarely,631,Research & Development,20,2,Life Sciences,4,Female,64,3,1,Sales Representative,4,Single,1446,26034,3,No,17,3,2,1,34,3,2,37,2,11,2
18,No,Non-Travel,218,Research & Development,18,4,Technical Degree,3,Female,36,4,4,Laboratory Technician,2,Married,6457,9549,8,Yes,23,3,2,2,29,0,3,26,2,1,14
28,No,Travel_Rarely,416,Sales,28,3,Other,1,Female,31,1,2,Sales Executive,2,Divorced,17832,18338,2,Yes,17,3,1,3,10,1,4,14,2,2,7
44,No,Non-Travel,375,Sales,16,3,Other,1,Male,62,4,1,Laboratory Technician,2,Married,9501,3682,4,No,15,4,3,1,21,6,1,18,3,5,13
25,No,Travel_Frequently,509,Sales,12,4,Technical Degree,1,Male,59,2,4,Healthcare Representative,4,Single,15402,11156,1,No,16,4,4,1,8,1,4,32,9,5,6
47,No,Travel_Rarely,448,Research & Development,8,1,Technical Degree,2,Male,88,3,1,Laboratory Technician,4,Single,12787,16074,9,No,16,3,2,0,13,3,3,15,15,10,16
51,No,Travel_Rarely,309,Research & Development,10,1,Other,2,Female,50,1,3,Healthcare Representative,4,Married,12672,22499,7,No,12,3,4,1,29,3,4,4,15,9,13
53,Yes,Non-Travel,1216,Research & Development,5,5,Life Sciences,1,Female,59,4,3,Research Director,2,Married,12905,13785,0,Yes,22,3,2,2,1,0,2,38,5,13,6
18,No,Travel_Rarely,671,Research & Development,20,1,Other,1,Male,81,1,1,Healthcare Representative,2,Married,17652,26921,4,Yes,22,3,1,3,18,6,4,24,17,7,1
54,No,Non-Travel,1163,Research & Development,22,5,Marketing,4,Male,46,4,4,Manufacturing Director,1,Married,7125,3489,5,No,18,3,3,0,3,4,1,12,7,11,4
21,No,Travel_Rarely,641,Sales,6,3,Medical,2,Female,72,4,5,Sales Representative,3,Divorced,12251,10063,1,No,21,3,1,0,8,2,4,21,4,13,11
21,No,Travel_Rarely,1257,Sales,14,3,Life Sciences,1,Male,63,3,1,Manager,2,Married,4272,3684,5,Yes,15,4,1,1,16,6,1,20,1,0,1
19,No,Travel_Frequently,578,Research & Development,13,3,Other,2,Male,90,4,5,Manufacturing Director,3,Single,8194,20626,3,No,19,3,2,0,15,4,1,16,16,11,8
29,Yes,Travel_Frequently,1408,Sales,16,4,Marketing,2,Male,71,1,4,Human Resources,3,Divorced,5529,4553,6,No,14,3,2,3,38,4,3,26,9,6,3
40,No,Travel_Rarely,348,Research & Development,23,4,Life Sciences,2,Male,32,3,2,Manager,3,Single,11254,8065,7,No,22,3,3,0,20,2,2,2,0,1,7
21,No,Travel_Frequently,1418,Research & Development,17,3,Life Sciences,4,Female,34,2,5,Research Scientist,3,Married,9524,14710,7,No,12,3,2,2,27,1,1,26,17,6,7
28,No,Travel_Rarely,887,Research & Development,8,2,Marketing,2,Female,34,3,1,Manager,2,Single,19348,6107,9,Yes,20,3,1,3,38,6,4,29,9,6,5
34,No,Travel_Frequently,628,Research & Development,8,2,Marketing,3,Male,54,2,4,Manufacturing Director,4,Married,7570,7484,0,Yes,13,3,3,3,9,6,1,10,16,5,4
32,No,Non-Travel,1139,Sales,12,4,Life Sciences,2,Female,79,4,5,Sales Representative,3,Divorced,1181,17043,1,No,17,3,3,1,4,1,1,37,16,12,6
